"hgnc_symbol","reactpathID","description","entrezgene_id"
"MAPK8","R-HSA-448424","Interleukin-17 signaling",5599
"MAPK8","R-HSA-204998","Cell death signalling via NRAGE, NRIF and NADE",5599
"MAPK8","R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",5599
"MAPK8","R-HSA-5693606","DNA Double Strand Break Response",5599
"MAPK8","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",5599
"MAPK8","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",5599
"MAPK8","R-HSA-193704","p75 NTR receptor-mediated signalling",5599
"MAPK8","R-HSA-975871","MyD88 cascade initiated on plasma membrane",5599
"MAPK8","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",5599
"MAPK8","R-HSA-975155","MyD88 dependent cascade initiated on endosome",5599
"MAPK8","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",5599
"MAPK8","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",5599
"MAPK8","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",5599
"MAPK8","R-HSA-166166","MyD88-independent TLR4 cascade ",5599
"MAPK8","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",5599
"MAPK8","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",5599
"MAPK8","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",5599
"MAPK9","R-HSA-450341","Activation of the AP-1 family of transcription factors",5601
"MAPK9","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",5601
"MAPK9","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5601
"MAPK9","R-HSA-2871796","FCERI mediated MAPK activation",5601
"MAPK9","R-HSA-450294","MAP kinase activation",5601
"MAPK9","R-HSA-448424","Interleukin-17 signaling",5601
"MAPK9","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",5601
"MAPK9","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",5601
"MAPK9","R-HSA-975871","MyD88 cascade initiated on plasma membrane",5601
"MAPK9","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",5601
"MAPK9","R-HSA-975155","MyD88 dependent cascade initiated on endosome",5601
"MAPK9","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",5601
"MAPK9","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",5601
"MAPK9","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",5601
"MAPK9","R-HSA-166166","MyD88-independent TLR4 cascade ",5601
"MAPK9","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",5601
"MAPK9","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",5601
"MAPK9","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",5601
"MAPK9","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",5601
"MAPK9","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",5601
"MAPK9","R-HSA-2559580","Oxidative Stress Induced Senescence",5601
"MAPK9","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling",5601
"MAPK9","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",5601
"MAPK9","R-HSA-168898","Toll-like Receptor Cascades",5601
"MAPK9","R-HSA-2559583","Cellular Senescence",5601
"MAPK9","R-HSA-449147","Signaling by Interleukins",5601
"MYD88","R-HSA-209543","p75NTR recruits signalling complexes",4615
"MYD88","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",4615
"MYD88","R-HSA-193639","p75NTR signals via NF-kB",4615
"MYD88","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",4615
"MYD88","R-HSA-5602498","MyD88 deficiency (TLR2/4)",4615
"MYD88","R-HSA-5603041","IRAK4 deficiency (TLR2/4)",4615
"MYD88","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",4615
"MYD88","R-HSA-5260271","Diseases of Immune System",4615
"MYD88","R-HSA-5602358","Diseases associated with the TLR signaling cascade",4615
"MYD88","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",4615
"MYD88","R-HSA-1236974","ER-Phagosome pathway",4615
"MYD88","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",4615
"MYD88","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",4615
"MYD88","R-HSA-193704","p75 NTR receptor-mediated signalling",4615
"MYD88","R-HSA-975871","MyD88 cascade initiated on plasma membrane",4615
"MYD88","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",4615
"MYD88","R-HSA-975155","MyD88 dependent cascade initiated on endosome",4615
"MYD88","R-HSA-1236975","Antigen processing-Cross presentation",4615
"MYD88","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",4615
"MYD88","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",4615
"MYD88","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",4615
"MYD88","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",4615
"MYD88","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",4615
"MYD88","R-HSA-199418","Negative regulation of the PI3K/AKT network",4615
"MYD88","R-HSA-9020702","Interleukin-1 signaling",4615
"MYD88","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",4615
"MYD88","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",4615
"MYD88","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",4615
"MYD88","R-HSA-73887","Death Receptor Signalling",4615
"MYD88","R-HSA-446652","Interleukin-1 family signaling",4615
"NCF1","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",653361
"NCF1","R-HSA-1222556","ROS and RNS production in phagocytes",653361
"NCF1","R-HSA-3299685","Detoxification of Reactive Oxygen Species",653361
"NCF1","R-HSA-9013404","RAC2 GTPase cycle",653361
"NCF1","R-HSA-9013423","RAC3 GTPase cycle",653361
"NCF1","R-HSA-4420097","VEGFA-VEGFR2 Pathway",653361
"NCF1","R-HSA-1236975","Antigen processing-Cross presentation",653361
"NCF1","R-HSA-194138","Signaling by VEGF",653361
"NCF1","R-HSA-9013149","RAC1 GTPase cycle",653361
"NCF1","R-HSA-9711123","Cellular response to chemical stress",653361
"NCF1","R-HSA-195258","RHO GTPase Effectors",653361
"NCF1","R-HSA-983169","Class I MHC mediated antigen processing & presentation",653361
"NCF1","R-HSA-9012999","RHO GTPase cycle",653361
"NCF2","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",4688
"NCF2","R-HSA-1222556","ROS and RNS production in phagocytes",4688
"NCF2","R-HSA-3299685","Detoxification of Reactive Oxygen Species",4688
"NCF2","R-HSA-9013404","RAC2 GTPase cycle",4688
"NCF2","R-HSA-9013423","RAC3 GTPase cycle",4688
"NCF2","R-HSA-4420097","VEGFA-VEGFR2 Pathway",4688
"NCF2","R-HSA-1236975","Antigen processing-Cross presentation",4688
"NCF2","R-HSA-194138","Signaling by VEGF",4688
"NCF2","R-HSA-9013149","RAC1 GTPase cycle",4688
"NCF2","R-HSA-9711123","Cellular response to chemical stress",4688
"NCF2","R-HSA-195258","RHO GTPase Effectors",4688
"NCF2","R-HSA-983169","Class I MHC mediated antigen processing & presentation",4688
"NCF2","R-HSA-9012999","RHO GTPase cycle",4688
"NCF4","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",4689
"NCF4","R-HSA-1222556","ROS and RNS production in phagocytes",4689
"NCF4","R-HSA-3299685","Detoxification of Reactive Oxygen Species",4689
"NCF4","R-HSA-9013404","RAC2 GTPase cycle",4689
"NCF4","R-HSA-9013423","RAC3 GTPase cycle",4689
"NCF4","R-HSA-4420097","VEGFA-VEGFR2 Pathway",4689
"NCF4","R-HSA-1236975","Antigen processing-Cross presentation",4689
"NCF4","R-HSA-194138","Signaling by VEGF",4689
"NCF4","R-HSA-9013149","RAC1 GTPase cycle",4689
"NCF4","R-HSA-9711123","Cellular response to chemical stress",4689
"NCF4","R-HSA-195258","RHO GTPase Effectors",4689
"NCF4","R-HSA-983169","Class I MHC mediated antigen processing & presentation",4689
"NCF4","R-HSA-9012999","RHO GTPase cycle",4689
"NFKB1","R-HSA-193692","Regulated proteolysis of p75NTR",4790
"NFKB1","R-HSA-209560","NF-kB is activated and signals survival",4790
"NFKB1","R-HSA-193639","p75NTR signals via NF-kB",4790
"NFKB1","R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation",4790
"NFKB1","R-HSA-844456","The NLRP3 inflammasome",4790
"NFKB1","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",4790
"NFKB1","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",4790
"NFKB1","R-HSA-5621575","CD209 (DC-SIGN) signaling",4790
"NFKB1","R-HSA-622312","Inflammasomes",4790
"NFKB1","R-HSA-933542","TRAF6 mediated NF-kB activation",4790
"NFKB1","R-HSA-9660826","Purinergic signaling in leishmaniasis infection",4790
"NFKB1","R-HSA-9664424","Cell recruitment (pro-inflammatory response)",4790
"NFKB1","R-HSA-5260271","Diseases of Immune System",4790
"NFKB1","R-HSA-5602358","Diseases associated with the TLR signaling cascade",4790
"NFKB1","R-HSA-8853884","Transcriptional Regulation by VENTX",4790
"NFKB1","R-HSA-9692916","SARS-CoV-1 activates/modulates innate immune responses",4790
"NFKB1","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",4790
"NFKB1","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",4790
"NFKB1","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",4790
"NFKB1","R-HSA-450294","MAP kinase activation",4790
"NFKB1","R-HSA-1169091","Activation of NF-kappaB in B cells",4790
"NFKB1","R-HSA-3214841","PKMTs methylate histone lysines",4790
"NFKB1","R-HSA-448424","Interleukin-17 signaling",4790
"NFKB1","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",4790
"NFKB1","R-HSA-2871837","FCERI mediated NF-kB activation",4790
"NFKB1","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",4790
"NFKB1","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation",4790
"NFKB1","R-HSA-9692914","SARS-CoV-1-host interactions",4790
"NFKB1","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",4790
"NFKB1","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",4790
"NFKBIA","R-HSA-4755510","SUMOylation of immune response proteins",4792
"NFKBIA","R-HSA-209560","NF-kB is activated and signals survival",4792
"NFKBIA","R-HSA-193639","p75NTR signals via NF-kB",4792
"NFKBIA","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",4792
"NFKBIA","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",4792
"NFKBIA","R-HSA-933542","TRAF6 mediated NF-kB activation",4792
"NFKBIA","R-HSA-5260271","Diseases of Immune System",4792
"NFKBIA","R-HSA-5602358","Diseases associated with the TLR signaling cascade",4792
"NFKBIA","R-HSA-9692916","SARS-CoV-1 activates/modulates innate immune responses",4792
"NFKBIA","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",4792
"NFKBIA","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",4792
"NFKBIA","R-HSA-1169091","Activation of NF-kappaB in B cells",4792
"NFKBIA","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",4792
"NFKBIA","R-HSA-2871837","FCERI mediated NF-kB activation",4792
"NFKBIA","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",4792
"NFKBIA","R-HSA-9692914","SARS-CoV-1-host interactions",4792
"NFKBIA","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",4792
"NFKBIA","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",4792
"NFKBIA","R-HSA-193704","p75 NTR receptor-mediated signalling",4792
"NFKBIA","R-HSA-975871","MyD88 cascade initiated on plasma membrane",4792
"NFKBIA","R-HSA-202424","Downstream TCR signaling",4792
"NFKBIA","R-HSA-5607764","CLEC7A (Dectin-1) signaling",4792
"NFKBIA","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",4792
"NFKBIA","R-HSA-975155","MyD88 dependent cascade initiated on endosome",4792
"NFKBIA","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",4792
"NFKBIA","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",4792
"NFKBIA","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",4792
"NFKBIA","R-HSA-166166","MyD88-independent TLR4 cascade ",4792
"NFKBIA","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",4792
"NFKBIA","R-HSA-983705","Signaling by the B Cell Receptor (BCR)",4792
"NFKBIB","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",4793
"NFKBIB","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",4793
"NFKBIB","R-HSA-933542","TRAF6 mediated NF-kB activation",4793
"NFKBIB","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",4793
"NFKBIB","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",4793
"NFKBIB","R-HSA-1169091","Activation of NF-kappaB in B cells",4793
"NFKBIB","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",4793
"NFKBIB","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",4793
"NFKBIB","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",4793
"NFKBIB","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",4793
"NFKBIB","R-HSA-975871","MyD88 cascade initiated on plasma membrane",4793
"NFKBIB","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",4793
"NFKBIB","R-HSA-975155","MyD88 dependent cascade initiated on endosome",4793
"NFKBIB","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",4793
"NFKBIB","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",4793
"NFKBIB","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",4793
"NFKBIB","R-HSA-166166","MyD88-independent TLR4 cascade ",4793
"NFKBIB","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",4793
"NFKBIB","R-HSA-983705","Signaling by the B Cell Receptor (BCR)",4793
"NFKBIB","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",4793
"NFKBIB","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",4793
"NFKBIB","R-HSA-9020702","Interleukin-1 signaling",4793
"NFKBIB","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",4793
"NFKBIB","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",4793
"NFKBIB","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",4793
"NFKBIB","R-HSA-446652","Interleukin-1 family signaling",4793
"NFKBIB","R-HSA-168898","Toll-like Receptor Cascades",4793
"NFKBIB","R-HSA-449147","Signaling by Interleukins",4793
"NOS2","R-HSA-9637687","Suppression of phagosomal maturation",4843
"NOS2","R-HSA-392154","Nitric oxide stimulates guanylate cyclase",4843
"NOS2","R-HSA-9637690","Response of Mtb to phagocytosis",4843
"NOS2","R-HSA-9635486","Infection with Mycobacterium tuberculosis",4843
"NOS2","R-HSA-1222556","ROS and RNS production in phagocytes",4843
"NOS2","R-HSA-9033241","Peroxisomal protein import",4843
"NOS2","R-HSA-418346","Platelet homeostasis",4843
"NOS2","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",4843
"NOS2","R-HSA-9609507","Protein localization",4843
"NOS2","R-HSA-449147","Signaling by Interleukins",4843
"ODC1","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)",4953
"ODC1","R-HSA-351202","Metabolism of polyamines",4953
"ODC1","R-HSA-71291","Metabolism of amino acids and derivatives",4953
"PIK3CA","R-HSA-1250342","PI3K events in ERBB4 signaling",5290
"PIK3CA","R-HSA-5655291","Signaling by FGFR4 in disease",5290
"PIK3CA","R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",5290
"PIK3CA","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",5290
"PIK3CA","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants",5290
"PIK3CA","R-HSA-5637810","Constitutive Signaling by EGFRvIII",5290
"PIK3CA","R-HSA-5637812","Signaling by EGFRvIII in Cancer",5290
"PIK3CA","R-HSA-1963642","PI3K events in ERBB2 signaling",5290
"PIK3CA","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization",5290
"PIK3CA","R-HSA-9665348","Signaling by ERBB2 ECD mutants",5290
"PIK3CA","R-HSA-9703648","Signaling by FLT3 ITD and TKD mutants",5290
"PIK3CA","R-HSA-180292","GAB1 signalosome",5290
"PIK3CA","R-HSA-9034015","Signaling by NTRK3 (TRKC)",5290
"PIK3CA","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants",5290
"PIK3CA","R-HSA-210993","Tie2 Signaling",5290
"PIK3CA","R-HSA-5654710","PI-3K cascade:FGFR3",5290
"PIK3CA","R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",5290
"PIK3CA","R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer",5290
"PIK3CA","R-HSA-9703465","Signaling by FLT3 fusion proteins",5290
"PIK3CA","R-HSA-5654720","PI-3K cascade:FGFR4",5290
"PIK3CA","R-HSA-9669938","Signaling by KIT in disease",5290
"PIK3CA","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",5290
"PIK3CA","R-HSA-9671555","Signaling by PDGFR in disease",5290
"PIK3CA","R-HSA-5654689","PI-3K cascade:FGFR1",5290
"PIK3CA","R-HSA-389357","CD28 dependent PI3K/Akt signaling",5290
"PIK3CA","R-HSA-5655332","Signaling by FGFR3 in disease",5290
"PIK3CA","R-HSA-912631","Regulation of signaling by CBL",5290
"PIK3CA","R-HSA-373753","Nephrin family interactions",5290
"PIK3CA","R-HSA-5654695","PI-3K cascade:FGFR2",5290
"PIK3CA","R-HSA-1643713","Signaling by EGFR in Cancer",5290
"PIK3CB","R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",5291
"PIK3CB","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",5291
"PIK3CB","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants",5291
"PIK3CB","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization",5291
"PIK3CB","R-HSA-210993","Tie2 Signaling",5291
"PIK3CB","R-HSA-9671555","Signaling by PDGFR in disease",5291
"PIK3CB","R-HSA-912631","Regulation of signaling by CBL",5291
"PIK3CB","R-HSA-373753","Nephrin family interactions",5291
"PIK3CB","R-HSA-2029485","Role of phospholipids in phagocytosis",5291
"PIK3CB","R-HSA-9006335","Signaling by Erythropoietin",5291
"PIK3CB","R-HSA-201556","Signaling by ALK",5291
"PIK3CB","R-HSA-912526","Interleukin receptor SHC signaling",5291
"PIK3CB","R-HSA-186763","Downstream signal transduction",5291
"PIK3CB","R-HSA-2424491","DAP12 signaling",5291
"PIK3CB","R-HSA-114604","GPVI-mediated activation cascade",5291
"PIK3CB","R-HSA-8853659","RET signaling",5291
"PIK3CB","R-HSA-109704","PI3K Cascade",5291
"PIK3CB","R-HSA-451927","Interleukin-2 family signaling",5291
"PIK3CB","R-HSA-2172127","DAP12 interactions",5291
"PIK3CB","R-HSA-112399","IRS-mediated signalling",5291
"PIK3CB","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",5291
"PIK3CB","R-HSA-2428928","IRS-related events triggered by IGF1R",5291
"PIK3CB","R-HSA-1660499","Synthesis of PIPs at the plasma membrane",5291
"PIK3CB","R-HSA-2428924","IGF1R signaling cascade",5291
"PIK3CB","R-HSA-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",5291
"PIK3CB","R-HSA-74751","Insulin receptor signalling cascade",5291
"PIK3CB","R-HSA-186797","Signaling by PDGF",5291
"PIK3CB","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer",5291
"PIK3CB","R-HSA-74752","Signaling by Insulin receptor",5291
"PIK3CB","R-HSA-1483255","PI Metabolism",5291
"PIK3CD","R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",5293
"PIK3CD","R-HSA-912631","Regulation of signaling by CBL",5293
"PIK3CD","R-HSA-9006335","Signaling by Erythropoietin",5293
"PIK3CD","R-HSA-912526","Interleukin receptor SHC signaling",5293
"PIK3CD","R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",5293
"PIK3CD","R-HSA-8853659","RET signaling",5293
"PIK3CD","R-HSA-451927","Interleukin-2 family signaling",5293
"PIK3CD","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",5293
"PIK3CD","R-HSA-1660499","Synthesis of PIPs at the plasma membrane",5293
"PIK3CD","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer",5293
"PIK3CD","R-HSA-1483255","PI Metabolism",5293
"PIK3CD","R-HSA-2219528","PI3K/AKT Signaling in Cancer",5293
"PIK3CD","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",5293
"PIK3CD","R-HSA-983705","Signaling by the B Cell Receptor (BCR)",5293
"PIK3CD","R-HSA-199418","Negative regulation of the PI3K/AKT network",5293
"PIK3CD","R-HSA-1483257","Phospholipid metabolism",5293
"PIK3CD","R-HSA-1257604","PIP3 activates AKT signaling",5293
"PIK3CD","R-HSA-9006925","Intracellular signaling by second messengers",5293
"PIK3CD","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",5293
"PIK3CD","R-HSA-449147","Signaling by Interleukins",5293
"PIK3R1","R-HSA-1250342","PI3K events in ERBB4 signaling",5295
"PIK3R1","R-HSA-5655291","Signaling by FGFR4 in disease",5295
"PIK3R1","R-HSA-430116","GP1b-IX-V activation signalling",5295
"PIK3R1","R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",5295
"PIK3R1","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",5295
"PIK3R1","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants",5295
"PIK3R1","R-HSA-5637810","Constitutive Signaling by EGFRvIII",5295
"PIK3R1","R-HSA-5637812","Signaling by EGFRvIII in Cancer",5295
"PIK3R1","R-HSA-1963642","PI3K events in ERBB2 signaling",5295
"PIK3R1","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization",5295
"PIK3R1","R-HSA-9665348","Signaling by ERBB2 ECD mutants",5295
"PIK3R1","R-HSA-9703648","Signaling by FLT3 ITD and TKD mutants",5295
"PIK3R1","R-HSA-180292","GAB1 signalosome",5295
"PIK3R1","R-HSA-9034015","Signaling by NTRK3 (TRKC)",5295
"PIK3R1","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants",5295
"PIK3R1","R-HSA-210993","Tie2 Signaling",5295
"PIK3R1","R-HSA-5654710","PI-3K cascade:FGFR3",5295
"PIK3R1","R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",5295
"PIK3R1","R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer",5295
"PIK3R1","R-HSA-9703465","Signaling by FLT3 fusion proteins",5295
"PIK3R1","R-HSA-5654720","PI-3K cascade:FGFR4",5295
"PIK3R1","R-HSA-9669938","Signaling by KIT in disease",5295
"PIK3R1","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",5295
"PIK3R1","R-HSA-9671555","Signaling by PDGFR in disease",5295
"PIK3R1","R-HSA-5654689","PI-3K cascade:FGFR1",5295
"PIK3R1","R-HSA-389357","CD28 dependent PI3K/Akt signaling",5295
"PIK3R1","R-HSA-5655332","Signaling by FGFR3 in disease",5295
"PIK3R1","R-HSA-912631","Regulation of signaling by CBL",5295
"PIK3R1","R-HSA-373753","Nephrin family interactions",5295
"PIK3R1","R-HSA-5654695","PI-3K cascade:FGFR2",5295
"PIK3R2","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",5296
"PIK3R2","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants",5296
"PIK3R2","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization",5296
"PIK3R2","R-HSA-210993","Tie2 Signaling",5296
"PIK3R2","R-HSA-9669938","Signaling by KIT in disease",5296
"PIK3R2","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",5296
"PIK3R2","R-HSA-9671555","Signaling by PDGFR in disease",5296
"PIK3R2","R-HSA-389357","CD28 dependent PI3K/Akt signaling",5296
"PIK3R2","R-HSA-912631","Regulation of signaling by CBL",5296
"PIK3R2","R-HSA-373753","Nephrin family interactions",5296
"PIK3R2","R-HSA-2029485","Role of phospholipids in phagocytosis",5296
"PIK3R2","R-HSA-201556","Signaling by ALK",5296
"PIK3R2","R-HSA-912526","Interleukin receptor SHC signaling",5296
"PIK3R2","R-HSA-186763","Downstream signal transduction",5296
"PIK3R2","R-HSA-2424491","DAP12 signaling",5296
"PIK3R2","R-HSA-389356","CD28 co-stimulation",5296
"PIK3R2","R-HSA-114604","GPVI-mediated activation cascade",5296
"PIK3R2","R-HSA-1266695","Interleukin-7 signaling",5296
"PIK3R2","R-HSA-8853659","RET signaling",5296
"PIK3R2","R-HSA-9013420","RHOU GTPase cycle",5296
"PIK3R2","R-HSA-9035034","RHOF GTPase cycle",5296
"PIK3R2","R-HSA-9696264","RND3 GTPase cycle",5296
"PIK3R2","R-HSA-9696273","RND1 GTPase cycle",5296
"PIK3R2","R-HSA-1433557","Signaling by SCF-KIT",5296
"PIK3R2","R-HSA-9696270","RND2 GTPase cycle",5296
"PIK3R2","R-HSA-109704","PI3K Cascade",5296
"PIK3R2","R-HSA-451927","Interleukin-2 family signaling",5296
"PIK3R2","R-HSA-2172127","DAP12 interactions",5296
"PIK3R2","R-HSA-112399","IRS-mediated signalling",5296
"PIK3R2","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",5296
"PIK3R3","R-HSA-9669938","Signaling by KIT in disease",8503
"PIK3R3","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",8503
"PIK3R3","R-HSA-389357","CD28 dependent PI3K/Akt signaling",8503
"PIK3R3","R-HSA-912631","Regulation of signaling by CBL",8503
"PIK3R3","R-HSA-912526","Interleukin receptor SHC signaling",8503
"PIK3R3","R-HSA-389356","CD28 co-stimulation",8503
"PIK3R3","R-HSA-114604","GPVI-mediated activation cascade",8503
"PIK3R3","R-HSA-1266695","Interleukin-7 signaling",8503
"PIK3R3","R-HSA-8853659","RET signaling",8503
"PIK3R3","R-HSA-1433557","Signaling by SCF-KIT",8503
"PIK3R3","R-HSA-451927","Interleukin-2 family signaling",8503
"PIK3R3","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",8503
"PIK3R3","R-HSA-1660499","Synthesis of PIPs at the plasma membrane",8503
